	SCR_0pt5mM_A	SCR_0pt5mM_B	SH2_0pt5mM_A	SH2_0pt5mM_B
ENSMUSG00000000194.13|Gpr107	6.12249657781297	6.06128165166809	6.31335420584891	6.28724642749062
ENSMUSG00000000204.16|Slfn4	2.85716593063064	2.8018491884654	0.450657279426807	0.253871331767055
ENSMUSG00000000223.13|Drp2	0.000979499934797366	0.546069939913824	-0.600704701494871	-1.39055432331419
ENSMUSG00000000244.17|Tspan32	1.01169569988822	0.700777403910922	1.63665525034501	1.65567745714244
ENSMUSG00000000248.16|Clec2g	-2.74869075121827	-2.3992690126171	0.772268770330147	0.663644008796113
ENSMUSG00000000266.11|Mid2	3.82148029746126	3.86555402952423	5.02178273275616	4.88226956755166
ENSMUSG00000000275.16|Trim25	7.0403827798594	7.03356507665375	7.14625430625598	7.12353361360975
ENSMUSG00000000276.11|Dgke	4.54159520959614	4.75168706286555	4.84136061338505	4.78372147724342
ENSMUSG00000000278.10|Scpep1	7.8007000120958	7.75912306648441	7.00995167398436	7.0891529924761
ENSMUSG00000000282.12|Mnt	6.0088463497187	5.91328592761722	6.21654414775251	6.18800576834836
ENSMUSG00000000290.13|Itgb2	3.75609925867353	3.49276078203538	1.72425406882139	1.34904711056609
ENSMUSG00000000295.13|Hddc2	4.31179872688059	4.27965150231341	4.19419602228748	4.11354624862518
ENSMUSG00000000296.8|Tpd52l1	6.70093250476207	6.64157152526139	6.30532230455613	6.25474551414307
ENSMUSG00000000301.16|Pemt	1.72425406882139	1.57649396051139	1.74603971602844	2.20039299254147
ENSMUSG00000000303.12|Cdh1	9.57747564752134	9.59173585759816	9.62835069950278	9.66831078538031
ENSMUSG00000000308.14|Ckmt1	0.439021632942549	-0.0180077133735273	1.58365730114984	1.10371914858815
ENSMUSG00000000317.11|Bcl6b	2.73544432506981	2.42152245076169	1.91683018293347	1.91683018293347
ENSMUSG00000000325.16|Arvcf	3.11229676537753	3.14563442960546	1.72425406882139	1.74216146618561
ENSMUSG00000000326.13|Comt	5.93563327910088	5.96174950460361	5.7988430295977	5.82632284731984
ENSMUSG00000000339.14|Rtca	4.91730862240722	5.06830756923479	5.19952086541994	5.14312001267822
ENSMUSG00000000340.10|Dbt	5.44645446479684	5.52968305210636	5.40425776869711	5.37079185637966
ENSMUSG00000000346.9|Dazap2	7.42338377481454	7.38173512857054	7.59618565601325	7.71656446775243
ENSMUSG00000000355.13|Mcts1	4.37927801121594	4.63693283469723	4.7729371972783	4.84238406968063
ENSMUSG00000000374.8|Trappc10	5.94741424100167	5.98698480181164	6.09182651290087	5.9796539513949
ENSMUSG00000000378.15|Ccm2	5.2000956515616	5.14812243275168	5.00665873839943	4.95222939252787
ENSMUSG00000000384.15|Tbrg4	5.72431318649546	5.5857322372564	5.57531156878394	5.64408530839589
ENSMUSG00000000385.8|Tmprss2	6.6188971134326	6.69007784937706	7.26894652776578	7.37683575346275
ENSMUSG00000000386.15|Mx1	0.24051151702669	0.104066352165057	-0.826086910138139	-0.702091371218055
ENSMUSG00000000399.10|Ndufa9	6.66352238191547	6.63302778078092	6.654904959072	6.7252611968078
ENSMUSG00000000409.14|Lck	2.49686382028284	2.2882615061993	1.60338350584601	1.13114633119003
ENSMUSG00000000420.15|Galnt1	6.98157785622125	7.02273776434379	6.74870328721418	6.75623956610639
ENSMUSG00000000439.9|Mkrn2	5.21300826872771	5.07273128720091	4.76122965446758	4.79231697910484
ENSMUSG00000000440.12|Pparg	6.16088323359786	6.26234986653955	5.88746555731955	6.03630990429497
ENSMUSG00000000441.17|Raf1	6.89652528016509	6.76540248256801	6.82342508776978	6.93715461369274
ENSMUSG00000000489.7|Pdgfb	5.56386290188179	5.45280315985385	6.35699419380445	6.14108592483188
ENSMUSG00000000531.5|Grasp	4.4110862333187	4.55872004802656	4.5742955657928	4.46778091144929
ENSMUSG00000000532.11|Acvr1b	5.69913188961116	5.54588604121821	6.17866963702947	6.20354211712337
ENSMUSG00000000538.18|Tom1l2	6.32728883667295	6.2287661140689	6.52808400868267	6.57357619792035
ENSMUSG00000000544.14|Gpa33	3.39338034727787	3.23704978909903	2.63992756846894	2.41595142449733
ENSMUSG00000000552.10|Zfp385a	3.66583767513994	3.58709476418094	4.26127448472788	4.31220036820499
ENSMUSG00000000555.8|Itga5	5.39835329901676	5.37310250701739	5.86315008137701	5.66620962055481
ENSMUSG00000000561.14|Wdr77	7.50960901238752	7.60999369220477	7.77354069587643	7.73658327733308
ENSMUSG00000000563.17|Atp5f1	8.16966400173591	8.13700134776377	8.09005862809333	8.12552465723719
ENSMUSG00000000567.5|Sox9	5.97988774284932	6.12312536616235	6.797796769303	6.82642826716796
ENSMUSG00000000568.15|Hnrnpd	6.59149284933355	6.74740808356265	6.28469434070024	6.32906364644138
ENSMUSG00000000579.14|Dynlt1c	2.0832517537576	2.37642901853426	2.43696454143648	2.54448905500887
ENSMUSG00000000581.8|C1d	4.64700149790678	4.85474546694133	4.49795911256623	4.7199883852118
ENSMUSG00000000594.7|Gm2a	4.4816923341399	4.64993685542522	3.94105991026668	4.02544728070169
ENSMUSG00000000600.15|Krit1	6.17101892164698	6.24385341384864	6.20137124919844	6.06751453887613
ENSMUSG00000000605.9|Clcn4	4.31744530514926	4.30540234685474	4.04610145019564	4.27576502808167
ENSMUSG00000000627.15|Sema4f	2.73544432506981	2.77853436001107	0.772268770330147	0.80671710874149
ENSMUSG00000000628.10|Hk2	8.45317449915101	8.37256052116706	8.93378913926297	8.8750121851627
ENSMUSG00000000631.20|Myo18a	7.77992776338207	7.60401827441234	7.90065596152779	7.97491537439694
ENSMUSG00000000690.5|Hoxb6	0.303124093557033	0.17329116330202	0.700777403910922	0.253871331767055
ENSMUSG00000000693.10|Loxl3	2.58670544995242	2.50606033430888	1.25398306858394	1.72425406882139
ENSMUSG00000000708.14|Kat2b	5.71531837455768	5.71618123633893	5.89061164843517	5.84057799165156
ENSMUSG00000000711.3|Rab5b	6.32362229484815	6.22976339407512	6.21152866748276	6.16266011536052
ENSMUSG00000000732.9|Icosl	2.23275272479362	2.10718425132248	4.44514222879696	4.32342259209321
ENSMUSG00000000738.18|Spg7	6.44563463659357	6.33109102925077	6.43954976919804	6.53091089297192
ENSMUSG00000000740.12|Rpl13	9.07830109391053	9.30649417762593	8.82356483326093	8.80880662280411
ENSMUSG00000000743.9|Chmp1a	6.11085078164297	6.01045305845616	6.00931952494692	6.03958221328476
ENSMUSG00000000751.13|Rpa1	6.91985603919482	6.8728314445738	7.02878296018313	6.96882218308389
ENSMUSG00000000753.15|Serpinf1	-0.826086910138139	-0.165170795947266	0.546069939913824	0.493690489966725
ENSMUSG00000000759.14|Tubgcp3	5.45091758727046	5.57640505742805	5.07600342790854	5.18691527785332
ENSMUSG00000000776.13|Polr3d	5.15790528038935	5.21721922444416	5.19423101919912	5.20879801693693
ENSMUSG00000000782.15|Tcf7	5.31521072040668	5.05012831004691	5.47735841593194	5.4936670168988
ENSMUSG00000000787.12|Ddx3x	9.59596998932884	9.67811613500208	9.76198423949657	9.66409100412087
ENSMUSG00000000794.9|Kcnn3	3.25503393357226	3.19643795243124	2.02956244719299	1.91683018293347
ENSMUSG00000000804.14|Usp32	6.69092659671356	6.78874054196237	6.6096701823944	6.51762231733423
ENSMUSG00000000811.13|Txnrd3	4.3521342629073	4.22708241324361	4.83225163915321	4.93009868902635
ENSMUSG00000000823.16|Zfp512b	6.04837453121289	5.97573668588838	5.96090201373723	6.05437029215124
ENSMUSG00000000826.16|Dnajc5	8.35609474144616	8.37864175493715	8.15888508769487	8.06477544948651
ENSMUSG00000000827.18|Tpd52l2	6.78512301218209	6.71299535329659	7.04797351816551	7.04119260395543
ENSMUSG00000000838.17|Fmr1	6.45960026329169	6.62439245313622	6.50855769075044	6.5554754674621
ENSMUSG00000000876.11|Pxmp4	2.73544432506981	2.39383481236091	2.63159189924536	3.15730932727448
ENSMUSG00000000881.12|Dlg3	4.27965150231341	4.19094798598016	3.84128061704093	3.98851745888061
ENSMUSG00000000884.17|Gnb1l	2.63159189924536	2.63159189924536	2.52527811198953	2.55335546771715
ENSMUSG00000000901.17|Mmp11	3.73621131288833	3.62225943584161	2.67299508867751	2.7709536485622
ENSMUSG00000000902.13|Smarcb1	5.51907592988734	5.402206427895	5.58603229863828	5.57826671005561
ENSMUSG00000000915.15|Hip1r	5.79488986280234	5.74855695067037	6.36059112648109	6.41888882087737
ENSMUSG00000000916.15|Nsun5	4.47046148179825	4.2601442438352	4.32045353947527	4.20591508069277
ENSMUSG00000000934.9|Top1mt	4.22072640193718	4.03629982561832	4.2466729100011	4.32638552724725
ENSMUSG00000000957.11|Mmp14	7.42696405118592	7.23075831691032	6.9989058712604	7.03903181191084
ENSMUSG00000000958.10|Slc7a7	4.37570608195964	4.25745989841804	3.66234748117403	3.62824602850157
ENSMUSG00000000959.7|Oxa1l	5.34432508717861	5.34796629202303	5.31261512505267	5.16964194980403
ENSMUSG00000000976.13|Heatr6	5.45091758727046	5.52537284959369	5.38382337762854	5.28176752359653
ENSMUSG00000001014.6|Icam4	0.856758817977308	0.450657279426807	1.70611964047506	1.59908971989397
ENSMUSG00000001016.12|Ilf2	6.47880182823101	6.42959533777092	6.33549925725159	6.41612942362662
ENSMUSG00000001017.15|Chtop	7.487472122775	7.53432420131407	7.87141487575531	7.77744349107243
ENSMUSG00000001018.15|Snapin	4.79866634847463	5.00340943436934	4.27965150231341	4.6178244112628
ENSMUSG00000001020.8|S100a4	6.74336108457555	6.71614249203313	7.81740488420307	8.08850678569367
ENSMUSG00000001021.12|S100a3	2.06513370261456	1.67179798919006	2.63159189924536	2.50242089545283
ENSMUSG00000001025.8|S100a6	10.5738257771814	10.5738257771814	11.2030608665408	11.1593620626741
ENSMUSG00000001034.17|Mapk7	5.33399266602175	5.28441930802409	5.23311058013301	5.35596330737584
ENSMUSG00000001036.17|Epn2	7.41150566079646	7.33651088798693	7.66094440386535	7.67056996930621
ENSMUSG00000001039.12|B9d1	2.98411266923988	3.02848151105745	3.3851062609424	3.69467647371229
ENSMUSG00000001052.15|Sec24b	6.75623956610639	6.7947563728437	6.81441700831987	6.79885020804164
ENSMUSG00000001053.15|N4bp3	3.48361587876744	3.63891443308326	3.71060415224195	3.65070070097747
ENSMUSG00000001054.9|Rmnd5b	4.5736325623704	4.47376215119505	4.3178059790297	4.56863787119356
ENSMUSG00000001056.3|Nhp2	6.48563281279593	6.40551152867838	6.63024325150797	6.69171187049825
ENSMUSG00000001062.18|Vps9d1	3.96968494960583	3.92455752213655	3.54383501087861	3.66348525423183
ENSMUSG00000001065.15|Zfp276	4.62627406327535	4.66913233185754	4.46708996533717	4.50159947759817
ENSMUSG00000001082.12|Mfsd10	5.5816666280528	5.47700619543498	5.92763464042627	5.9099080169134
ENSMUSG00000001089.14|Luzp1	6.57527635223201	6.60715595719229	6.52744824162734	6.48362986016814
ENSMUSG00000001098.15|Kctd10	7.77158536724615	7.7901808260987	7.68385430510563	7.72855520869495
ENSMUSG00000001100.10|Poldip2	6.38932808488988	6.41210195612296	6.37323603745516	6.40802790434434
ENSMUSG00000001105.15|Ift20	4.44143726194184	4.50669938066351	4.6434433254988	4.76012808841709
ENSMUSG00000001119.7|Col6a1	4.98198353237353	4.79552907178581	4.27198964955873	4.40406860659882
ENSMUSG00000001120.15|Pcbp3	3.96968494960583	3.88718729404232	4.29938250722327	4.25435139973212
ENSMUSG00000001123.15|Lgals9	6.28875802191043	6.25637558512293	6.68618783795087	6.96700170609203
ENSMUSG00000001127.12|Araf	6.02396649389303	5.95011458453967	6.24589613058811	6.25637558512293
ENSMUSG00000001128.7|Cfp	0.360475995634168	0.104066352165057	0.350727462730202	0.30813377347895
ENSMUSG00000001131.11|Timp1	4.99878910285341	4.82937401931987	4.8165290704222	4.51842324837599
ENSMUSG00000001134.9|Uxt	3.42137612002404	3.39406344233747	3.42137612002404	3.52198093783344
ENSMUSG00000001138.13|Cnnm3	4.10834667933709	4.04658884746561	3.74183084709546	3.64665059433064
ENSMUSG00000001143.13|Lman2l	4.98684633671901	4.97351978765582	4.70191102188731	4.5287478516693
ENSMUSG00000001150.7|Mcm3ap	5.60467007909965	5.54588604121821	5.48386835025794	5.49001147174139
ENSMUSG00000001151.10|Pcnt	4.99179445475211	5.14312001267822	5.12592877184468	5.03668908927388
ENSMUSG00000001156.9|Mxd1	4.73289144855534	4.79791031035956	5.84198276762069	5.60890987106954
ENSMUSG00000001157.13|Gmcl1	5.12340499113609	5.26646678756395	5.19952086541994	5.35267395160105
ENSMUSG00000001158.13|Snrnp27	5.74494814103376	5.84934529144319	5.732292585294	5.6674094025079
ENSMUSG00000001173.15|Ocrl	5.20879801693693	5.12762755847446	5.16039972713938	5.26726962319922
ENSMUSG00000001175.14|Calm1	9.16089571752638	9.27996603475189	9.25847172452304	9.30301315291617
ENSMUSG00000001211.15|Agpat3	5.12080236906709	5.11654064717303	5.15354973912256	5.309981800067
ENSMUSG00000001227.12|Sema6b	3.47573240596595	3.4649700211186	3.62707500877087	3.77690021304216
ENSMUSG00000001228.14|Uhrf1	7.34279902332554	7.282442872439	7.7640025899156	7.62163655214947
ENSMUSG00000001229.9|Dpp9	6.78901463683552	6.67926788334281	6.97586907264325	6.90704301201334
ENSMUSG00000001247.16|Lsr	6.01482756136019	5.96798109105863	5.96542788679371	5.96162539112307
ENSMUSG00000001248.15|Gramd1a	4.50190565234084	4.50284348006495	4.59954592784027	4.68069106532964
ENSMUSG00000001270.9|Ckb	0.493690489966725	0.546069939913824	0.0599322534249285	0.000979499934797366
ENSMUSG00000001280.13|Sp1	7.36547251001127	7.43076777943582	7.78856897287838	7.7022095411868
ENSMUSG00000001281.10|Itgb7	6.94048904656161	6.86059882960001	5.59154334869016	5.67172056655087
ENSMUSG00000001285.12|Myg1	5.40115689150674	5.27261780393333	5.37079185637966	5.4187619477484
ENSMUSG00000001288.15|Rarg	6.29309617701213	6.22139034823237	6.08745113508395	6.01712161646629
ENSMUSG00000001289.12|Pfdn5	6.11596783212542	6.0216790197069	6.48763631903718	6.61881887617319
ENSMUSG00000001300.16|Efnb2	7.74505079699901	7.86831887577841	7.5334838752477	7.48820797277919
ENSMUSG00000001305.5|Rrp15	5.55379486566772	5.6090696025947	5.58476150856389	5.48005195842663
ENSMUSG00000001313.12|Rnd2	3.11836956424611	2.93080525955947	4.10068768352433	4.12711775482819
ENSMUSG00000001323.17|Srr	4.16465375710108	4.35250918379101	4.11951790601509	4.33311206653069
ENSMUSG00000001348.15|Acp5	4.15147988190905	3.96006844474702	3.82567619419046	4.07018859808506
ENSMUSG00000001366.14|Fbxo9	2.6437679441066	3.0099403785567	2.48629259480545	2.66577250884082
ENSMUSG00000001376.17|Vps50	6.83629252200819	6.9141233234575	6.63787647319605	6.61142053800236
ENSMUSG00000001380.7|Hars	6.70274423088725	6.67926788334281	6.30195457019318	6.33367742973644
ENSMUSG00000001383.9|Zmat2	5.52680846023905	5.55222480113953	5.37595565206539	5.5216701489648
ENSMUSG00000001403.13|Ube2c	6.56097255191031	6.82152771758217	6.68411083155053	6.80549215003824
ENSMUSG00000001415.10|Smg5	7.22430616343509	7.18383980271103	7.15240112235079	7.16651641873713
ENSMUSG00000001416.13|Cct3	8.43499575072971	8.40984392796499	8.55976334664857	8.54462479058774
ENSMUSG00000001418.13|Glmp	7.07292470823769	6.93813439809185	6.80641161472053	6.87194335001324
ENSMUSG00000001419.17|Mef2d	7.11763972787678	7.0536492615577	7.19155652580547	7.09923504408427
ENSMUSG00000001420.13|Tmem79	1.86874040651724	1.83575818938335	1.15805815844793	0.663644008796113
ENSMUSG00000001424.14|Snd1	8.16650906860483	8.03254005617289	8.13700134776377	8.09614737296489
ENSMUSG00000001435.15|Col18a1	7.90171434295815	7.76965962736475	7.90644136209089	7.94154206978701
ENSMUSG00000001436.15|Slc19a1	5.11356055364039	4.99297451811503	5.70676833753681	5.63610356643583
ENSMUSG00000001440.5|Kpnb1	10.016129052232	10.0443595316396	9.94387820468188	9.91025072233115
ENSMUSG00000001441.13|Npepps	7.21165498333161	7.22331177788646	7.42338377481454	7.49483707542984
ENSMUSG00000001445.10|Mrpl10	6.47417743002323	6.34550108600765	6.50176118760987	6.48563281279593
ENSMUSG00000001467.5|Cyp51	6.20137124919844	6.35299571879702	6.87855280728744	7.02855380719794
ENSMUSG00000001472.17|Tcf25	7.94544210818962	7.94015185530386	7.63908660554815	7.65116003408651
ENSMUSG00000001473.7|Tubb6	6.78383793685297	6.58659893800699	6.50430853701319	6.46160797155271
ENSMUSG00000001482.15|Def8	5.10195238622216	5.07357025518786	5.25792721417979	5.3424833493351
ENSMUSG00000001497.18|Pax9	6.41723414987839	6.36059112648109	7.54755409811152	7.64447542780428
ENSMUSG00000001504.10|Irx2	1.38859771841194	1.49477347105493	-1.77401309206179	-2.38423223340239
ENSMUSG00000001507.16|Itga3	9.84939208577991	9.80566358140908	9.80566358140908	9.7810714085025
ENSMUSG00000001517.14|Foxm1	7.01325002634996	6.95515352206302	6.8491076481599	6.70764996032519
ENSMUSG00000001518.12|Itfg2	5.62549934913062	5.53894691715639	6.00931952494692	5.96763367550623
ENSMUSG00000001520.12|Nrip2	2.6437679441066	2.7264903435368	2.36206806801518	2.21647219540826
ENSMUSG00000001521.12|Tulp3	5.76950827449468	5.68077441401235	5.59446921207662	5.69774460849353
ENSMUSG00000001524.14|Gtf2h4	4.97680602210405	4.88226956755166	5.04277077521737	5.06522430104347
ENSMUSG00000001525.10|Tubb5	9.89503235897822	9.88062640731614	10.3519075352232	10.3519075352232
ENSMUSG00000001542.7|Ell2	5.40115689150674	5.42050954593609	4.96581802323414	4.94450946186111
ENSMUSG00000001552.14|Jup	7.06762631184653	7.04633565750333	7.24538695938267	7.39976879995576
ENSMUSG00000001555.10|Fkbp10	6.52019693160741	6.44714177479963	6.25135524369763	6.23727159956815
ENSMUSG00000001569.10|Nom1	5.74242665226069	5.86762138952105	5.84622713381545	5.83374701245931
ENSMUSG00000001576.15|Ergic1	8.10407573165184	8.07062446471253	8.17465330410014	8.18064878102903
ENSMUSG00000001604.14|Tcea3	0.700777403910922	0.663644008796113	0.700777403910922	0.663644008796113
ENSMUSG00000001622.15|Csn3	4.89496463267042	4.85933450153111	3.91090809691884	3.72909465614164
ENSMUSG00000001627.12|Ifrd1	7.53997504483477	7.71361002453263	6.93412978950611	6.82735002872023
ENSMUSG00000001630.13|Stk38l	5.61344079722163	5.70538209336664	5.82013025990303	5.79039154290608
ENSMUSG00000001632.16|Brpf1	5.95300166747462	5.88368747297453	6.24395599455682	6.17123437790203
ENSMUSG00000001642.18|Akr1b3	7.24196193948691	7.1287908548804	7.36506815296492	7.43010148565935
ENSMUSG00000001663.10|Gstt1	4.6978314835666	4.6178244112628	5.13222783454199	5.29419779683017
ENSMUSG00000001665.11|Gstt3	3.81099350400079	3.91384698676548	4.50284348006495	4.57490893191696
ENSMUSG00000001666.8|Ddt	4.38353973194107	4.10587337675785	4.78536931812095	4.91534291916439
ENSMUSG00000001674.11|Ddx18	7.32392848099038	7.42199546872397	7.36825969363131	7.26644260980626
ENSMUSG00000001687.15|Ubl3	6.62935803961215	6.68120628140665	6.47798753945131	6.49956098311208
ENSMUSG00000001700.10|Gramd3	2.84693729682041	2.96325297589131	2.8221806724354	2.7709536485622
ENSMUSG00000001707.8|Eef1e1	5.81960271594784	5.83978940005905	5.8565318577499	5.7521099405351
ENSMUSG00000001729.14|Akt1	7.32601641988251	7.22705221645914	7.35497619973466	7.37084417414211
ENSMUSG00000001750.16|Tcirg1	5.2196124491447	5.08805204676825	5.23543088517559	5.58773322259892
ENSMUSG00000001751.9|Naglu	4.96793023435111	4.97022561628135	5.04742690767947	5.26219746021467
ENSMUSG00000001755.12|Coasy	4.80509359600286	4.65868063673124	4.30998189470227	4.34922411125378
ENSMUSG00000001761.7|Smo	5.07838578118359	5.05012831004691	4.73289144855534	4.79552907178581
ENSMUSG00000001763.14|Tspan33	0.360475995634168	0.504620834324054	0.881062128243239	0.700777403910922
ENSMUSG00000001767.5|Crnkl1	5.24667101215618	5.27780323742359	5.34505587849217	5.32170417843115
ENSMUSG00000001768.16|Rin2	4.71440396491359	4.77345765012506	4.90654111293049	5.14312001267822
ENSMUSG00000001774.8|Chordc1	6.37148182704764	6.54236621057894	6.41595586907335	6.48876967232674
ENSMUSG00000001783.3|Rtcb	6.91874658471315	6.81140320538477	6.92376451525222	6.96000241437339
ENSMUSG00000001785.13|Pwp1	6.21333862563067	6.1943384804782	6.26349169986717	6.26854154518597
ENSMUSG00000001786.14|Fbxo7	3.32432588587207	3.33898409286077	3.07159844538836	2.93257327172835
ENSMUSG00000001794.13|Capns1	7.78896640766626	7.60401827441234	7.64696457121482	7.74239354529409
ENSMUSG00000001829.17|Clpb	5.30252412506954	5.34432508717861	5.43251196216488	5.35596330737584
ENSMUSG00000001833.17|Sept7	7.82410099719998	7.98313683035639	7.43328083447435	7.41526277336464
ENSMUSG00000001844.10|Zdhhc4	3.44626330775589	3.29321963369313	3.45577702256092	3.33385573011545
ENSMUSG00000001847.14|Rac1	8.50572634297276	8.52518944964312	8.47440242301495	8.46738833902007
ENSMUSG00000001855.15|Nup214	6.24022526348121	6.2157443675138	5.98293841557946	6.01161515370005
ENSMUSG00000001864.13|Aif1l	3.29321963369313	3.21651130764306	1.78975350513094	1.70611964047506
ENSMUSG00000001870.16|Ltbp1	7.29235884281763	7.22495820355822	7.59873038899152	7.53469224309713
ENSMUSG00000001891.16|Ugp2	5.44797468987285	5.71618123633893	5.57734681404221	5.65032924617735
ENSMUSG00000001909.16|Trmt1	6.60715595719229	6.4979371216261	6.19049650709151	6.20956248100442
ENSMUSG00000001910.4|Nacc1	7.1721545312653	6.93813439809185	6.93200881453235	6.99307220568528
ENSMUSG00000001911.16|Nfix	5.63092380049497	5.73607386519354	5.60071749874941	5.64175007117104
ENSMUSG00000001918.17|Slc1a5	7.57188840526378	7.57078718660172	7.5737330424377	7.57078718660172
ENSMUSG00000001924.15|Uba1	9.10434019040461	8.94305494837937	9.23628254167601	9.17819501476713
ENSMUSG00000001942.8|Siae	4.13978482065901	4.05771247367894	4.14396608211064	4.23884843494051
ENSMUSG00000001946.14|Esam	1.38859771841194	0.663644008796113	0.663644008796113	0.772268770330147
ENSMUSG00000001948.10|Spa17	0.406281689331879	-0.0180077133735273	1.38859771841194	1.74216146618561
ENSMUSG00000001962.8|Fam50a	5.00710567000584	4.92764676046472	4.96581802323414	4.86500008685425
ENSMUSG00000001964.14|Emd	5.56386290188179	5.61359857227991	5.86900932036041	5.78635153251694
ENSMUSG00000001983.7|Taco1	3.66583767513994	3.66007258948713	3.81938512347792	3.85688175813362
ENSMUSG00000001995.9|Sipa1l2	3.12960024802141	3.02118123751386	1.74603971602844	1.93594255945021
ENSMUSG00000001998.15|Ap4e1	4.68559999100384	4.74366691961954	4.53838340589548	4.39280683446229
ENSMUSG00000001999.15|Blvra	3.92941078601771	4.05771247367894	3.96006844474702	3.98101404143258
ENSMUSG00000002006.12|Pdzd4	0.406281689331879	-0.080611874856153	0.350727462730202	0.253871331767055
ENSMUSG00000002010.17|Idh3g	6.16585455210527	5.99767660515739	6.39395416371453	6.40489553571047
ENSMUSG00000002014.12|Ssr4	5.99648118660822	5.970592790515	6.21933460737997	6.13164706767203
ENSMUSG00000002015.5|Bcap31	6.82375622189096	6.89947458843165	7.28139448540901	7.32573696046849
ENSMUSG00000002017.10|Fam98a	6.39225344746039	6.41749247872369	6.95634451099272	6.8526113515369
ENSMUSG00000002020.15|Ltbp2	6.71357441046954	6.56204763701551	7.19339979572938	7.06813366406501
ENSMUSG00000002028.13|Kmt2a	6.82715193933847	6.81532818126435	6.81205241802503	6.73131243644207
ENSMUSG00000002031.12|Ift46	5.85140294976809	5.65558522234978	5.16944866266858	5.20638206699789
ENSMUSG00000002032.17|Tmem25	0.303124093557033	0.848370678049552	0.772268770330147	1.24143662929188
ENSMUSG00000002043.17|Trappc6a	4.49105565979428	4.41250307323333	4.12293068534985	4.23884843494051
ENSMUSG00000002052.6|Supt6	7.87022932843536	7.74043218043214	7.75661007794738	7.77062249730545
ENSMUSG00000002055.9|Spag5	5.86826111554641	5.84198276762069	5.60283291532182	5.73299453769917
ENSMUSG00000002057.4|Foxn1	1.51313114784873	1.32548494420645	0.450657279426807	0.848370678049552
ENSMUSG00000002058.13|Unc119	4.43762838201004	4.23801985714995	4.28505394578343	4.38000504666507
ENSMUSG00000002059.18|Rab34	6.20994376532143	6.28138381581484	6.21785279169988	6.16007450982143
ENSMUSG00000002064.10|Sdf2	5.21300826872771	5.08496699828303	5.69030909935879	5.68946014688724
ENSMUSG00000002068.16|Ccne1	4.06223902673594	3.84748946949479	4.18187127688262	3.65070070097747
ENSMUSG00000002076.12|Hsf2bp	0.104066352165057	-1.22246853366277	0.663644008796113	0.73697002130601
ENSMUSG00000002083.13|Bbc3	2.93080525955947	3.47772165764324	2.96140336281102	2.84693729682041
ENSMUSG00000002102.15|Psmc3	6.94517901031175	6.88464121395655	6.93813439809185	6.99913890718342
ENSMUSG00000002103.15|Acp2	5.42050954593609	5.38221638191256	5.14686357946589	5.18403635223138
ENSMUSG00000002105.15|Slc39a13	4.21309411380155	4.18271200863911	3.75402470650529	3.90207527887962
ENSMUSG00000002107.18|Celf2	7.17654483851712	7.30161714476734	6.53026254399643	6.51586137490952
ENSMUSG00000002108.10|Nr1h3	2.96140336281102	2.82003379847622	3.13637083413151	3.25503393357226
ENSMUSG00000002109.14|Ddb2	3.75188730878189	3.62225943584161	3.63358986675867	3.72909465614164
ENSMUSG00000002129.11|Sf3a1	6.51762231733423	6.52307323651027	6.74999603136405	6.77315447719032
